Format,2.0A,
Memory Length,5000,
Trigger Level,0.00V,
Source,CH1,
Label,ACK,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,5.800E-01,
Horizontal Units,S,
Horizontal Scale,2.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Sampling Period,4.000E-04,
Firmware,V1.21,
Time,07-Mar-23 20:09:59,
Mode,Detail,
Waveform Data,
-3.844000e-01,6.00e-02,
-3.840000e-01,2.00e-02,
-3.836000e-01,6.00e-02,
-3.832000e-01,2.00e-02,
-3.828000e-01,4.00e-02,
-3.824000e-01,4.00e-02,
-3.820000e-01,2.00e-02,
-3.816000e-01,4.00e-02,
-3.812000e-01,0.00e+00,
-3.808000e-01,4.00e-02,
-3.804000e-01,0.00e+00,
-3.800000e-01,4.00e-02,
-3.796000e-01,0.00e+00,
-3.792000e-01,2.00e-02,
-3.788000e-01,0.00e+00,
-3.784000e-01,2.00e-02,
-3.780000e-01,0.00e+00,
-3.776000e-01,2.00e-02,
-3.772000e-01,0.00e+00,
-3.768000e-01,2.00e-02,
-3.764000e-01,0.00e+00,
-3.760000e-01,2.00e-02,
-3.756000e-01,0.00e+00,
-3.752000e-01,2.00e-02,
-3.748000e-01,2.00e-02,
-3.744000e-01,0.00e+00,
-3.740000e-01,4.00e-02,
-3.736000e-01,0.00e+00,
-3.732000e-01,4.00e-02,
-3.728000e-01,0.00e+00,
-3.724000e-01,4.00e-02,
-3.720000e-01,6.00e-02,
-3.716000e-01,2.00e-02,
-3.712000e-01,6.00e-02,
-3.708000e-01,2.00e-02,
-3.704000e-01,6.00e-02,
-3.700000e-01,6.00e-02,
-3.696000e-01,2.00e-02,
-3.692000e-01,8.00e-02,
-3.688000e-01,4.00e-02,
-3.684000e-01,8.00e-02,
-3.680000e-01,4.00e-02,
-3.676000e-01,1.00e-01,
-3.672000e-01,1.00e-01,
-3.668000e-01,6.00e-02,
-3.664000e-01,1.20e-01,
-3.660000e-01,8.00e-02,
-3.656000e-01,1.20e-01,
-3.652000e-01,8.00e-02,
-3.648000e-01,1.00e-01,
-3.644000e-01,1.40e-01,
-3.640000e-01,1.60e-01,
-3.636000e-01,1.20e-01,
-3.632000e-01,1.20e-01,
-3.628000e-01,1.80e-01,
-3.624000e-01,1.40e-01,
-3.620000e-01,2.00e-01,
-3.616000e-01,1.60e-01,
-3.612000e-01,1.60e-01,
-3.608000e-01,2.20e-01,
-3.604000e-01,1.80e-01,
-3.600000e-01,2.40e-01,
-3.596000e-01,2.60e-01,
-3.592000e-01,2.20e-01,
-3.588000e-01,2.80e-01,
-3.584000e-01,2.40e-01,
-3.580000e-01,2.40e-01,
-3.576000e-01,3.00e-01,
-3.572000e-01,3.00e-01,
-3.568000e-01,3.20e-01,
-3.564000e-01,2.80e-01,
-3.560000e-01,3.40e-01,
-3.556000e-01,3.00e-01,
-3.552000e-01,3.60e-01,
-3.548000e-01,3.60e-01,
-3.544000e-01,3.20e-01,
-3.540000e-01,3.40e-01,
-3.536000e-01,4.00e-01,
-3.532000e-01,3.60e-01,
-3.528000e-01,4.20e-01,
-3.524000e-01,4.20e-01,
-3.520000e-01,4.40e-01,
-3.516000e-01,4.00e-01,
-3.512000e-01,4.60e-01,
-3.508000e-01,4.20e-01,
-3.504000e-01,4.80e-01,
-3.500000e-01,4.80e-01,
-3.496000e-01,4.40e-01,
-3.492000e-01,4.60e-01,
-3.488000e-01,5.00e-01,
-3.484000e-01,5.20e-01,
-3.480000e-01,4.80e-01,
-3.476000e-01,5.40e-01,
-3.472000e-01,5.00e-01,
-3.468000e-01,5.40e-01,
-3.464000e-01,5.00e-01,
-3.460000e-01,5.60e-01,
-3.456000e-01,5.20e-01,
-3.452000e-01,5.60e-01,
-3.448000e-01,5.40e-01,
-3.444000e-01,5.40e-01,
-3.440000e-01,5.80e-01,
-3.436000e-01,5.80e-01,
-3.432000e-01,5.60e-01,
-3.428000e-01,6.00e-01,
-3.424000e-01,5.60e-01,
-3.420000e-01,6.00e-01,
-3.416000e-01,5.80e-01,
-3.412000e-01,6.00e-01,
-3.408000e-01,5.80e-01,
-3.404000e-01,6.20e-01,
-3.400000e-01,6.20e-01,
-3.396000e-01,5.80e-01,
-3.392000e-01,6.20e-01,
-3.388000e-01,6.00e-01,
-3.384000e-01,5.80e-01,
-3.380000e-01,6.20e-01,
-3.376000e-01,6.00e-01,
-3.372000e-01,6.20e-01,
-3.368000e-01,6.00e-01,
-3.364000e-01,6.20e-01,
-3.360000e-01,6.00e-01,
-3.356000e-01,6.40e-01,
-3.352000e-01,6.20e-01,
-3.348000e-01,6.00e-01,
-3.344000e-01,6.40e-01,
-3.340000e-01,6.00e-01,
-3.336000e-01,6.40e-01,
-3.332000e-01,6.00e-01,
-3.328000e-01,6.20e-01,
-3.324000e-01,6.00e-01,
-3.320000e-01,6.20e-01,
-3.316000e-01,6.00e-01,
-3.312000e-01,6.20e-01,
-3.308000e-01,6.00e-01,
-3.304000e-01,6.20e-01,
-3.300000e-01,6.00e-01,
-3.296000e-01,6.20e-01,
-3.292000e-01,6.00e-01,
-3.288000e-01,6.20e-01,
-3.284000e-01,5.80e-01,
-3.280000e-01,6.20e-01,
-3.276000e-01,6.20e-01,
-3.272000e-01,5.80e-01,
-3.268000e-01,6.00e-01,
-3.264000e-01,5.60e-01,
-3.260000e-01,6.00e-01,
-3.256000e-01,5.60e-01,
-3.252000e-01,5.80e-01,
-3.248000e-01,5.80e-01,
-3.244000e-01,5.40e-01,
-3.240000e-01,5.80e-01,
-3.236000e-01,5.40e-01,
-3.232000e-01,5.60e-01,
-3.228000e-01,5.60e-01,
-3.224000e-01,5.20e-01,
-3.220000e-01,5.40e-01,
-3.216000e-01,5.00e-01,
-3.212000e-01,5.20e-01,
-3.208000e-01,4.80e-01,
-3.204000e-01,5.00e-01,
-3.200000e-01,5.00e-01,
-3.196000e-01,4.60e-01,
-3.192000e-01,5.00e-01,
-3.188000e-01,4.40e-01,
-3.184000e-01,4.60e-01,
-3.180000e-01,4.60e-01,
-3.176000e-01,4.20e-01,
-3.172000e-01,4.40e-01,
-3.168000e-01,4.00e-01,
-3.164000e-01,4.20e-01,
-3.160000e-01,3.80e-01,
-3.156000e-01,4.00e-01,
-3.152000e-01,3.60e-01,
-3.148000e-01,3.80e-01,
-3.144000e-01,3.40e-01,
-3.140000e-01,3.60e-01,
-3.136000e-01,3.00e-01,
-3.132000e-01,3.20e-01,
-3.128000e-01,2.80e-01,
-3.124000e-01,3.00e-01,
-3.120000e-01,2.60e-01,
-3.116000e-01,2.80e-01,
-3.112000e-01,2.40e-01,
-3.108000e-01,2.60e-01,
-3.104000e-01,2.60e-01,
-3.100000e-01,2.20e-01,
-3.096000e-01,2.40e-01,
-3.092000e-01,1.80e-01,
-3.088000e-01,2.20e-01,
-3.084000e-01,1.80e-01,
-3.080000e-01,2.00e-01,
-3.076000e-01,1.80e-01,
-3.072000e-01,1.40e-01,
-3.068000e-01,1.60e-01,
-3.064000e-01,1.20e-01,
-3.060000e-01,1.40e-01,
-3.056000e-01,1.00e-01,
-3.052000e-01,1.20e-01,
-3.048000e-01,1.20e-01,
-3.044000e-01,8.00e-02,
-3.040000e-01,1.00e-01,
-3.036000e-01,6.00e-02,
-3.032000e-01,8.00e-02,
-3.028000e-01,6.00e-02,
-3.024000e-01,2.00e-02,
-3.020000e-01,4.00e-02,
-3.016000e-01,0.00e+00,
-3.012000e-01,2.00e-02,
-3.008000e-01,-2.00e-02,
-3.004000e-01,0.00e+00,
-3.000000e-01,-4.00e-02,
-2.996000e-01,-2.00e-02,
-2.992000e-01,-6.00e-02,
-2.988000e-01,-4.00e-02,
-2.984000e-01,-4.00e-02,
-2.980000e-01,-8.00e-02,
-2.976000e-01,-6.00e-02,
-2.972000e-01,-1.00e-01,
-2.968000e-01,-6.00e-02,
-2.964000e-01,-1.20e-01,
-2.960000e-01,-8.00e-02,
-2.956000e-01,-1.20e-01,
-2.952000e-01,-1.00e-01,
-2.948000e-01,-1.00e-01,
-2.944000e-01,-1.40e-01,
-2.940000e-01,-1.20e-01,
-2.936000e-01,-1.40e-01,
-2.932000e-01,-1.20e-01,
-2.928000e-01,-1.60e-01,
-2.924000e-01,-1.40e-01,
-2.920000e-01,-1.40e-01,
-2.916000e-01,-1.60e-01,
-2.912000e-01,-1.40e-01,
-2.908000e-01,-1.80e-01,
-2.904000e-01,-1.60e-01,
-2.900000e-01,-1.60e-01,
-2.896000e-01,-1.80e-01,
-2.892000e-01,-1.40e-01,
-2.888000e-01,-1.80e-01,
-2.884000e-01,-1.40e-01,
-2.880000e-01,-1.80e-01,
-2.876000e-01,-1.40e-01,
-2.872000e-01,-1.40e-01,
-2.868000e-01,-1.80e-01,
-2.864000e-01,-1.40e-01,
-2.860000e-01,-1.80e-01,
-2.856000e-01,-1.40e-01,
-2.852000e-01,-1.60e-01,
-2.848000e-01,-1.40e-01,
-2.844000e-01,-1.60e-01,
-2.840000e-01,-1.20e-01,
-2.836000e-01,-1.20e-01,
-2.832000e-01,-1.40e-01,
-2.828000e-01,-1.40e-01,
-2.824000e-01,-1.40e-01,
-2.820000e-01,-1.00e-01,
-2.816000e-01,-8.00e-02,
-2.812000e-01,-1.20e-01,
-2.808000e-01,-1.20e-01,
-2.804000e-01,-6.00e-02,
-2.800000e-01,-6.00e-02,
-2.796000e-01,-1.00e-01,
-2.792000e-01,-8.00e-02,
-2.788000e-01,-4.00e-02,
-2.784000e-01,-2.00e-02,
-2.780000e-01,-6.00e-02,
-2.776000e-01,0.00e+00,
-2.772000e-01,-4.00e-02,
-2.768000e-01,2.00e-02,
-2.764000e-01,2.00e-02,
-2.760000e-01,-2.00e-02,
-2.756000e-01,0.00e+00,
-2.752000e-01,4.00e-02,
-2.748000e-01,6.00e-02,
-2.744000e-01,6.00e-02,
-2.740000e-01,2.00e-02,
-2.736000e-01,6.00e-02,
-2.732000e-01,1.00e-01,
-2.728000e-01,8.00e-02,
-2.724000e-01,1.20e-01,
-2.720000e-01,1.00e-01,
-2.716000e-01,1.40e-01,
-2.712000e-01,1.20e-01,
-2.708000e-01,1.80e-01,
-2.704000e-01,1.60e-01,
-2.700000e-01,2.20e-01,
-2.696000e-01,1.80e-01,
-2.692000e-01,2.00e-01,
-2.688000e-01,2.60e-01,
-2.684000e-01,2.80e-01,
-2.680000e-01,2.40e-01,
-2.676000e-01,2.60e-01,
-2.672000e-01,2.80e-01,
-2.668000e-01,3.20e-01,
-2.664000e-01,3.00e-01,
-2.660000e-01,3.60e-01,
-2.656000e-01,3.80e-01,
-2.652000e-01,3.40e-01,
-2.648000e-01,3.60e-01,
-2.644000e-01,4.20e-01,
-2.640000e-01,3.80e-01,
-2.636000e-01,4.40e-01,
-2.632000e-01,4.60e-01,
-2.628000e-01,4.20e-01,
-2.624000e-01,4.80e-01,
-2.620000e-01,4.40e-01,
-2.616000e-01,5.00e-01,
-2.612000e-01,4.80e-01,
-2.608000e-01,5.20e-01,
-2.604000e-01,5.40e-01,
-2.600000e-01,5.00e-01,
-2.596000e-01,5.60e-01,
-2.592000e-01,5.20e-01,
-2.588000e-01,5.80e-01,
-2.584000e-01,5.40e-01,
-2.580000e-01,5.40e-01,
-2.576000e-01,5.80e-01,
-2.572000e-01,6.00e-01,
-2.568000e-01,6.00e-01,
-2.564000e-01,5.80e-01,
-2.560000e-01,6.20e-01,
-2.556000e-01,5.80e-01,
-2.552000e-01,6.00e-01,
-2.548000e-01,6.40e-01,
-2.544000e-01,6.00e-01,
-2.540000e-01,6.40e-01,
-2.536000e-01,6.20e-01,
-2.532000e-01,6.60e-01,
-2.528000e-01,6.20e-01,
-2.524000e-01,6.60e-01,
-2.520000e-01,6.60e-01,
-2.516000e-01,6.20e-01,
-2.512000e-01,6.60e-01,
-2.508000e-01,6.40e-01,
-2.504000e-01,6.60e-01,
-2.500000e-01,6.80e-01,
-2.496000e-01,6.40e-01,
-2.492000e-01,6.80e-01,
-2.488000e-01,6.40e-01,
-2.484000e-01,6.80e-01,
-2.480000e-01,6.40e-01,
-2.476000e-01,6.80e-01,
-2.472000e-01,6.40e-01,
-2.468000e-01,6.80e-01,
-2.464000e-01,6.40e-01,
-2.460000e-01,6.80e-01,
-2.456000e-01,6.60e-01,
-2.452000e-01,6.80e-01,
-2.448000e-01,6.40e-01,
-2.444000e-01,6.80e-01,
-2.440000e-01,6.80e-01,
-2.436000e-01,6.40e-01,
-2.432000e-01,6.80e-01,
-2.428000e-01,6.40e-01,
-2.424000e-01,6.80e-01,
-2.420000e-01,6.80e-01,
-2.416000e-01,6.40e-01,
-2.412000e-01,6.60e-01,
-2.408000e-01,6.40e-01,
-2.404000e-01,6.60e-01,
-2.400000e-01,6.40e-01,
-2.396000e-01,6.60e-01,
-2.392000e-01,6.20e-01,
-2.388000e-01,6.40e-01,
-2.384000e-01,6.20e-01,
-2.380000e-01,6.40e-01,
-2.376000e-01,6.20e-01,
-2.372000e-01,6.40e-01,
-2.368000e-01,6.40e-01,
-2.364000e-01,6.00e-01,
-2.360000e-01,6.20e-01,
-2.356000e-01,5.80e-01,
-2.352000e-01,6.20e-01,
-2.348000e-01,6.00e-01,
-2.344000e-01,5.60e-01,
-2.340000e-01,6.00e-01,
-2.336000e-01,5.60e-01,
-2.332000e-01,5.80e-01,
-2.328000e-01,5.40e-01,
-2.324000e-01,5.60e-01,
-2.320000e-01,5.20e-01,
-2.316000e-01,5.40e-01,
-2.312000e-01,5.00e-01,
-2.308000e-01,5.20e-01,
-2.304000e-01,4.80e-01,
-2.300000e-01,5.00e-01,
-2.296000e-01,4.60e-01,
-2.292000e-01,4.80e-01,
-2.288000e-01,4.40e-01,
-2.284000e-01,4.60e-01,
-2.280000e-01,4.00e-01,
-2.276000e-01,4.40e-01,
-2.272000e-01,4.20e-01,
-2.268000e-01,3.80e-01,
-2.264000e-01,4.00e-01,
-2.260000e-01,3.40e-01,
-2.256000e-01,3.60e-01,
-2.252000e-01,3.20e-01,
-2.248000e-01,3.40e-01,
-2.244000e-01,3.20e-01,
-2.240000e-01,2.60e-01,
-2.236000e-01,3.00e-01,
-2.232000e-01,2.40e-01,
-2.228000e-01,2.60e-01,
-2.224000e-01,2.40e-01,
-2.220000e-01,2.00e-01,
-2.216000e-01,2.20e-01,
-2.212000e-01,1.80e-01,
-2.208000e-01,2.00e-01,
-2.204000e-01,1.40e-01,
-2.200000e-01,1.60e-01,
-2.196000e-01,1.60e-01,
-2.192000e-01,1.00e-01,
-2.188000e-01,1.40e-01,
-2.184000e-01,8.00e-02,
-2.180000e-01,1.00e-01,
-2.176000e-01,1.00e-01,
-2.172000e-01,4.00e-02,
-2.168000e-01,8.00e-02,
-2.164000e-01,2.00e-02,
-2.160000e-01,4.00e-02,
-2.156000e-01,0.00e+00,
-2.152000e-01,2.00e-02,
-2.148000e-01,-2.00e-02,
-2.144000e-01,0.00e+00,
-2.140000e-01,-4.00e-02,
-2.136000e-01,-2.00e-02,
-2.132000e-01,-6.00e-02,
-2.128000e-01,-4.00e-02,
-2.124000e-01,-8.00e-02,
-2.120000e-01,-6.00e-02,
-2.116000e-01,-1.00e-01,
-2.112000e-01,-8.00e-02,
-2.108000e-01,-1.20e-01,
-2.104000e-01,-1.00e-01,
-2.100000e-01,-1.40e-01,
-2.096000e-01,-1.20e-01,
-2.092000e-01,-1.60e-01,
-2.088000e-01,-1.40e-01,
-2.084000e-01,-1.60e-01,
-2.080000e-01,-1.40e-01,
-2.076000e-01,-1.80e-01,
-2.072000e-01,-1.60e-01,
-2.068000e-01,-2.00e-01,
-2.064000e-01,-1.60e-01,
-2.060000e-01,-2.00e-01,
-2.056000e-01,-1.80e-01,
-2.052000e-01,-2.20e-01,
-2.048000e-01,-2.00e-01,
-2.044000e-01,-2.20e-01,
-2.040000e-01,-2.00e-01,
-2.036000e-01,-2.40e-01,
-2.032000e-01,-2.00e-01,
-2.028000e-01,-2.40e-01,
-2.024000e-01,-2.20e-01,
-2.020000e-01,-2.40e-01,
-2.016000e-01,-2.20e-01,
-2.012000e-01,-2.40e-01,
-2.008000e-01,-2.20e-01,
-2.004000e-01,-2.60e-01,
-2.000000e-01,-2.20e-01,
-1.996000e-01,-2.60e-01,
-1.992000e-01,-2.20e-01,
-1.988000e-01,-2.40e-01,
-1.984000e-01,-2.20e-01,
-1.980000e-01,-2.40e-01,
-1.976000e-01,-2.00e-01,
-1.972000e-01,-2.40e-01,
-1.968000e-01,-2.00e-01,
-1.964000e-01,-2.20e-01,
-1.960000e-01,-1.80e-01,
-1.956000e-01,-2.20e-01,
-1.952000e-01,-1.80e-01,
-1.948000e-01,-2.00e-01,
-1.944000e-01,-1.60e-01,
-1.940000e-01,-2.00e-01,
-1.936000e-01,-1.40e-01,
-1.932000e-01,-1.80e-01,
-1.928000e-01,-1.20e-01,
-1.924000e-01,-1.60e-01,
-1.920000e-01,-1.00e-01,
-1.916000e-01,-1.40e-01,
-1.912000e-01,-1.40e-01,
-1.908000e-01,-8.00e-02,
-1.904000e-01,-6.00e-02,
-1.900000e-01,-1.00e-01,
-1.896000e-01,-8.00e-02,
-1.892000e-01,-4.00e-02,
-1.888000e-01,-6.00e-02,
-1.884000e-01,-2.00e-02,
-1.880000e-01,-4.00e-02,
-1.876000e-01,2.00e-02,
-1.872000e-01,2.00e-02,
-1.868000e-01,-2.00e-02,
-1.864000e-01,4.00e-02,
-1.860000e-01,0.00e+00,
-1.856000e-01,6.00e-02,
-1.852000e-01,2.00e-02,
-1.848000e-01,1.00e-01,
-1.844000e-01,6.00e-02,
-1.840000e-01,8.00e-02,
-1.836000e-01,1.20e-01,
-1.832000e-01,1.40e-01,
-1.828000e-01,1.20e-01,
-1.824000e-01,1.60e-01,
-1.820000e-01,1.40e-01,
-1.816000e-01,2.00e-01,
-1.812000e-01,2.20e-01,
-1.808000e-01,1.80e-01,
-1.804000e-01,2.00e-01,
-1.800000e-01,2.20e-01,
-1.796000e-01,2.80e-01,
-1.792000e-01,3.00e-01,
-1.788000e-01,2.60e-01,
-1.784000e-01,2.80e-01,
-1.780000e-01,3.00e-01,
-1.776000e-01,3.60e-01,
-1.772000e-01,3.20e-01,
-1.768000e-01,3.80e-01,
-1.764000e-01,3.60e-01,
-1.760000e-01,4.20e-01,
-1.756000e-01,4.40e-01,
-1.752000e-01,4.00e-01,
-1.748000e-01,4.60e-01,
-1.744000e-01,4.80e-01,
-1.740000e-01,4.40e-01,
-1.736000e-01,5.00e-01,
-1.732000e-01,4.60e-01,
-1.728000e-01,4.80e-01,
-1.724000e-01,5.40e-01,
-1.720000e-01,5.40e-01,
-1.716000e-01,5.00e-01,
-1.712000e-01,5.60e-01,
-1.708000e-01,5.40e-01,
-1.704000e-01,5.80e-01,
-1.700000e-01,6.00e-01,
-1.696000e-01,5.60e-01,
-1.692000e-01,5.60e-01,
-1.688000e-01,6.20e-01,
-1.684000e-01,6.20e-01,
-1.680000e-01,5.80e-01,
-1.676000e-01,6.40e-01,
-1.672000e-01,6.40e-01,
-1.668000e-01,6.00e-01,
-1.664000e-01,6.40e-01,
-1.660000e-01,6.00e-01,
-1.656000e-01,6.60e-01,
-1.652000e-01,6.20e-01,
-1.648000e-01,6.60e-01,
-1.644000e-01,6.20e-01,
-1.640000e-01,6.60e-01,
-1.636000e-01,6.40e-01,
-1.632000e-01,6.80e-01,
-1.628000e-01,6.80e-01,
-1.624000e-01,6.40e-01,
-1.620000e-01,6.80e-01,
-1.616000e-01,6.40e-01,
-1.612000e-01,6.80e-01,
-1.608000e-01,6.40e-01,
-1.604000e-01,6.80e-01,
-1.600000e-01,6.80e-01,
-1.596000e-01,6.60e-01,
-1.592000e-01,6.80e-01,
-1.588000e-01,6.60e-01,
-1.584000e-01,6.80e-01,
-1.580000e-01,6.80e-01,
-1.576000e-01,6.60e-01,
-1.572000e-01,6.80e-01,
-1.568000e-01,6.60e-01,
-1.564000e-01,6.80e-01,
-1.560000e-01,6.60e-01,
-1.556000e-01,6.80e-01,
-1.552000e-01,6.60e-01,
-1.548000e-01,6.80e-01,
-1.544000e-01,6.40e-01,
-1.540000e-01,6.80e-01,
-1.536000e-01,6.40e-01,
-1.532000e-01,6.80e-01,
-1.528000e-01,6.40e-01,
-1.524000e-01,6.60e-01,
-1.520000e-01,6.40e-01,
-1.516000e-01,6.60e-01,
-1.512000e-01,6.40e-01,
-1.508000e-01,6.60e-01,
-1.504000e-01,6.40e-01,
-1.500000e-01,6.20e-01,
-1.496000e-01,6.40e-01,
-1.492000e-01,6.20e-01,
-1.488000e-01,6.40e-01,
-1.484000e-01,6.00e-01,
-1.480000e-01,6.20e-01,
-1.476000e-01,6.20e-01,
-1.472000e-01,5.80e-01,
-1.468000e-01,6.20e-01,
-1.464000e-01,5.80e-01,
-1.460000e-01,6.00e-01,
-1.456000e-01,5.60e-01,
-1.452000e-01,5.80e-01,
-1.448000e-01,5.80e-01,
-1.444000e-01,5.40e-01,
-1.440000e-01,5.60e-01,
-1.436000e-01,5.20e-01,
-1.432000e-01,5.40e-01,
-1.428000e-01,5.40e-01,
-1.424000e-01,5.00e-01,
-1.420000e-01,5.20e-01,
-1.416000e-01,4.80e-01,
-1.412000e-01,4.80e-01,
-1.408000e-01,4.40e-01,
-1.404000e-01,4.60e-01,
-1.400000e-01,4.20e-01,
-1.396000e-01,4.40e-01,
-1.392000e-01,4.00e-01,
-1.388000e-01,4.20e-01,
-1.384000e-01,4.00e-01,
-1.380000e-01,3.60e-01,
-1.376000e-01,3.80e-01,
-1.372000e-01,3.40e-01,
-1.368000e-01,3.40e-01,
-1.364000e-01,3.00e-01,
-1.360000e-01,3.20e-01,
-1.356000e-01,2.80e-01,
-1.352000e-01,3.00e-01,
-1.348000e-01,2.40e-01,
-1.344000e-01,2.60e-01,
-1.340000e-01,2.20e-01,
-1.336000e-01,2.40e-01,
-1.332000e-01,2.00e-01,
-1.328000e-01,2.20e-01,
-1.324000e-01,2.00e-01,
-1.320000e-01,1.60e-01,
-1.316000e-01,1.80e-01,
-1.312000e-01,1.40e-01,
-1.308000e-01,1.60e-01,
-1.304000e-01,1.40e-01,
-1.300000e-01,1.00e-01,
-1.296000e-01,1.20e-01,
-1.292000e-01,8.00e-02,
-1.288000e-01,1.00e-01,
-1.284000e-01,6.00e-02,
-1.280000e-01,8.00e-02,
-1.276000e-01,4.00e-02,
-1.272000e-01,6.00e-02,
-1.268000e-01,2.00e-02,
-1.264000e-01,4.00e-02,
-1.260000e-01,0.00e+00,
-1.256000e-01,2.00e-02,
-1.252000e-01,-2.00e-02,
-1.248000e-01,0.00e+00,
-1.244000e-01,-4.00e-02,
-1.240000e-01,-2.00e-02,
-1.236000e-01,-6.00e-02,
-1.232000e-01,-4.00e-02,
-1.228000e-01,-4.00e-02,
-1.224000e-01,-8.00e-02,
-1.220000e-01,-6.00e-02,
-1.216000e-01,-1.00e-01,
-1.212000e-01,-8.00e-02,
-1.208000e-01,-1.20e-01,
-1.204000e-01,-1.00e-01,
-1.200000e-01,-1.40e-01,
-1.196000e-01,-1.20e-01,
-1.192000e-01,-1.60e-01,
-1.188000e-01,-1.20e-01,
-1.184000e-01,-1.60e-01,
-1.180000e-01,-1.40e-01,
-1.176000e-01,-1.60e-01,
-1.172000e-01,-1.40e-01,
-1.168000e-01,-1.80e-01,
-1.164000e-01,-1.60e-01,
-1.160000e-01,-1.80e-01,
-1.156000e-01,-1.60e-01,
-1.152000e-01,-2.00e-01,
-1.148000e-01,-1.60e-01,
-1.144000e-01,-2.00e-01,
-1.140000e-01,-1.60e-01,
-1.136000e-01,-2.00e-01,
-1.132000e-01,-1.80e-01,
-1.128000e-01,-2.00e-01,
-1.124000e-01,-1.80e-01,
-1.120000e-01,-2.00e-01,
-1.116000e-01,-1.60e-01,
-1.112000e-01,-2.00e-01,
-1.108000e-01,-1.60e-01,
-1.104000e-01,-1.60e-01,
-1.100000e-01,-2.00e-01,
-1.096000e-01,-1.60e-01,
-1.092000e-01,-1.80e-01,
-1.088000e-01,-1.40e-01,
-1.084000e-01,-1.80e-01,
-1.080000e-01,-1.40e-01,
-1.076000e-01,-1.60e-01,
-1.072000e-01,-1.20e-01,
-1.068000e-01,-1.20e-01,
-1.064000e-01,-1.40e-01,
-1.060000e-01,-1.00e-01,
-1.056000e-01,-1.40e-01,
-1.052000e-01,-8.00e-02,
-1.048000e-01,-1.20e-01,
-1.044000e-01,-1.20e-01,
-1.040000e-01,-6.00e-02,
-1.036000e-01,-8.00e-02,
-1.032000e-01,-4.00e-02,
-1.028000e-01,-4.00e-02,
-1.024000e-01,-6.00e-02,
-1.020000e-01,-2.00e-02,
-1.016000e-01,-4.00e-02,
-1.012000e-01,0.00e+00,
-1.008000e-01,2.00e-02,
-1.004000e-01,-2.00e-02,
-1.000000e-01,2.00e-02,
-9.960000e-02,0.00e+00,
-9.920000e-02,0.00e+00,
-9.880000e-02,4.00e-02,
-9.840000e-02,2.00e-02,
-9.800000e-02,8.00e-02,
-9.760000e-02,4.00e-02,
-9.720000e-02,6.00e-02,
-9.680000e-02,1.00e-01,
-9.640000e-02,1.20e-01,
-9.600000e-02,8.00e-02,
-9.560000e-02,1.00e-01,
-9.520000e-02,1.60e-01,
-9.480000e-02,1.20e-01,
-9.440000e-02,1.80e-01,
-9.400000e-02,1.40e-01,
-9.360000e-02,1.60e-01,
-9.320000e-02,2.00e-01,
-9.280000e-02,1.80e-01,
-9.240000e-02,2.40e-01,
-9.200000e-02,2.00e-01,
-9.160000e-02,2.80e-01,
-9.120000e-02,2.40e-01,
-9.080000e-02,2.60e-01,
-9.040000e-02,3.20e-01,
-9.000000e-02,2.80e-01,
-8.960000e-02,3.40e-01,
-8.920000e-02,3.00e-01,
-8.880000e-02,3.20e-01,
-8.840000e-02,3.60e-01,
-8.800000e-02,3.40e-01,
-8.760000e-02,4.00e-01,
-8.720000e-02,3.80e-01,
-8.680000e-02,4.20e-01,
-8.640000e-02,4.40e-01,
-8.600000e-02,4.00e-01,
-8.560000e-02,4.60e-01,
-8.520000e-02,4.20e-01,
-8.480000e-02,4.80e-01,
-8.440000e-02,4.40e-01,
-8.400000e-02,5.00e-01,
-8.360000e-02,4.60e-01,
-8.320000e-02,5.20e-01,
-8.280000e-02,4.80e-01,
-8.240000e-02,5.40e-01,
-8.200000e-02,5.00e-01,
-8.160000e-02,5.40e-01,
-8.120000e-02,5.00e-01,
-8.080000e-02,5.60e-01,
-8.040000e-02,5.20e-01,
-8.000000e-02,5.60e-01,
-7.960000e-02,5.40e-01,
-7.920000e-02,5.80e-01,
-7.880000e-02,5.40e-01,
-7.840000e-02,6.00e-01,
-7.800000e-02,6.00e-01,
-7.760000e-02,5.60e-01,
-7.720000e-02,6.00e-01,
-7.680000e-02,5.60e-01,
-7.640000e-02,6.20e-01,
-7.600000e-02,5.80e-01,
-7.560000e-02,6.20e-01,
-7.520000e-02,6.20e-01,
-7.480000e-02,5.80e-01,
-7.440000e-02,6.20e-01,
-7.400000e-02,6.00e-01,
-7.360000e-02,6.20e-01,
-7.320000e-02,6.00e-01,
-7.280000e-02,6.40e-01,
-7.240000e-02,6.00e-01,
-7.200000e-02,6.40e-01,
-7.160000e-02,6.00e-01,
-7.120000e-02,6.40e-01,
-7.080000e-02,6.00e-01,
-7.040000e-02,6.40e-01,
-7.000000e-02,6.40e-01,
-6.960000e-02,6.00e-01,
-6.920000e-02,6.40e-01,
-6.880000e-02,6.00e-01,
-6.840000e-02,6.40e-01,
-6.800000e-02,6.00e-01,
-6.760000e-02,6.20e-01,
-6.720000e-02,6.00e-01,
-6.680000e-02,6.20e-01,
-6.640000e-02,6.00e-01,
-6.600000e-02,6.40e-01,
-6.560000e-02,5.80e-01,
-6.520000e-02,6.20e-01,
