Format,2.0A,
Memory Length,5000,
Trigger Level,0.00V,
Source,CH1,
Label,ACK,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,5.800E-01,
Horizontal Units,S,
Horizontal Scale,2.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Sampling Period,4.000E-04,
Firmware,V1.21,
Time,07-Mar-23 20:09:59,
Mode,Detail,
Waveform Data,
-7.060000e-01,4.60e-01,
-7.056000e-01,4.80e-01,
-7.052000e-01,4.20e-01,
-7.048000e-01,4.40e-01,
-7.044000e-01,4.00e-01,
-7.040000e-01,4.20e-01,
-7.036000e-01,3.80e-01,
-7.032000e-01,4.00e-01,
-7.028000e-01,3.60e-01,
-7.024000e-01,3.80e-01,
-7.020000e-01,3.60e-01,
-7.016000e-01,3.00e-01,
-7.012000e-01,3.20e-01,
-7.008000e-01,2.80e-01,
-7.004000e-01,3.00e-01,
-7.000000e-01,2.60e-01,
-6.996000e-01,2.80e-01,
-6.992000e-01,2.20e-01,
-6.988000e-01,2.40e-01,
-6.984000e-01,2.00e-01,
-6.980000e-01,2.20e-01,
-6.976000e-01,1.80e-01,
-6.972000e-01,2.00e-01,
-6.968000e-01,1.80e-01,
-6.964000e-01,1.40e-01,
-6.960000e-01,1.60e-01,
-6.956000e-01,1.20e-01,
-6.952000e-01,1.40e-01,
-6.948000e-01,1.20e-01,
-6.944000e-01,8.00e-02,
-6.940000e-01,1.00e-01,
-6.936000e-01,6.00e-02,
-6.932000e-01,8.00e-02,
-6.928000e-01,2.00e-02,
-6.924000e-01,4.00e-02,
-6.920000e-01,4.00e-02,
-6.916000e-01,0.00e+00,
-6.912000e-01,0.00e+00,
-6.908000e-01,-4.00e-02,
-6.904000e-01,-2.00e-02,
-6.900000e-01,-2.00e-02,
-6.896000e-01,-6.00e-02,
-6.892000e-01,-4.00e-02,
-6.888000e-01,-8.00e-02,
-6.884000e-01,-6.00e-02,
-6.880000e-01,-1.00e-01,
-6.876000e-01,-8.00e-02,
-6.872000e-01,-1.20e-01,
-6.868000e-01,-1.00e-01,
-6.864000e-01,-1.40e-01,
-6.860000e-01,-1.20e-01,
-6.856000e-01,-1.60e-01,
-6.852000e-01,-1.40e-01,
-6.848000e-01,-1.60e-01,
-6.844000e-01,-1.40e-01,
-6.840000e-01,-1.80e-01,
-6.836000e-01,-1.60e-01,
-6.832000e-01,-2.00e-01,
-6.828000e-01,-1.60e-01,
-6.824000e-01,-2.00e-01,
-6.820000e-01,-1.80e-01,
-6.816000e-01,-2.20e-01,
-6.812000e-01,-1.80e-01,
-6.808000e-01,-2.20e-01,
-6.804000e-01,-2.00e-01,
-6.800000e-01,-2.20e-01,
-6.796000e-01,-2.00e-01,
-6.792000e-01,-2.20e-01,
-6.788000e-01,-2.00e-01,
-6.784000e-01,-2.20e-01,
-6.780000e-01,-2.00e-01,
-6.776000e-01,-2.20e-01,
-6.772000e-01,-2.00e-01,
-6.768000e-01,-2.40e-01,
-6.764000e-01,-2.00e-01,
-6.760000e-01,-2.20e-01,
-6.756000e-01,-2.00e-01,
-6.752000e-01,-2.20e-01,
-6.748000e-01,-1.80e-01,
-6.744000e-01,-2.20e-01,
-6.740000e-01,-1.80e-01,
-6.736000e-01,-2.00e-01,
-6.732000e-01,-1.60e-01,
-6.728000e-01,-2.00e-01,
-6.724000e-01,-1.60e-01,
-6.720000e-01,-2.00e-01,
-6.716000e-01,-1.80e-01,
-6.712000e-01,-1.40e-01,
-6.708000e-01,-1.20e-01,
-6.704000e-01,-1.60e-01,
-6.700000e-01,-1.00e-01,
-6.696000e-01,-1.40e-01,
-6.692000e-01,-1.00e-01,
-6.688000e-01,-1.40e-01,
-6.684000e-01,-8.00e-02,
-6.680000e-01,-1.20e-01,
-6.676000e-01,-6.00e-02,
-6.672000e-01,-1.00e-01,
-6.668000e-01,-8.00e-02,
-6.664000e-01,-4.00e-02,
-6.660000e-01,-6.00e-02,
-6.656000e-01,-2.00e-02,
-6.652000e-01,-4.00e-02,
-6.648000e-01,0.00e+00,
-6.644000e-01,2.00e-02,
-6.640000e-01,-2.00e-02,
-6.636000e-01,0.00e+00,
-6.632000e-01,6.00e-02,
-6.628000e-01,8.00e-02,
-6.624000e-01,4.00e-02,
-6.620000e-01,1.00e-01,
-6.616000e-01,6.00e-02,
-6.612000e-01,1.20e-01,
-6.608000e-01,8.00e-02,
-6.604000e-01,1.00e-01,
-6.600000e-01,1.60e-01,
-6.596000e-01,1.80e-01,
-6.592000e-01,1.40e-01,
-6.588000e-01,1.60e-01,
-6.584000e-01,2.20e-01,
-6.580000e-01,1.80e-01,
-6.576000e-01,2.00e-01,
-6.572000e-01,2.60e-01,
-6.568000e-01,2.40e-01,
-6.564000e-01,2.80e-01,
-6.560000e-01,2.60e-01,
-6.556000e-01,3.20e-01,
-6.552000e-01,2.80e-01,
-6.548000e-01,3.00e-01,
-6.544000e-01,3.60e-01,
-6.540000e-01,3.20e-01,
-6.536000e-01,3.80e-01,
-6.532000e-01,4.00e-01,
-6.528000e-01,3.60e-01,
-6.524000e-01,4.20e-01,
-6.520000e-01,3.80e-01,
-6.516000e-01,4.20e-01,
-6.512000e-01,4.60e-01,
-6.508000e-01,4.20e-01,
-6.504000e-01,4.80e-01,
-6.500000e-01,5.00e-01,
-6.496000e-01,4.60e-01,
-6.492000e-01,4.80e-01,
-6.488000e-01,5.20e-01,
-6.484000e-01,5.40e-01,
-6.480000e-01,5.00e-01,
-6.476000e-01,5.00e-01,
-6.472000e-01,5.60e-01,
-6.468000e-01,5.60e-01,
-6.464000e-01,5.40e-01,
-6.460000e-01,5.80e-01,
-6.456000e-01,5.80e-01,
-6.452000e-01,5.60e-01,
-6.448000e-01,6.00e-01,
-6.444000e-01,5.60e-01,
-6.440000e-01,6.00e-01,
-6.436000e-01,5.80e-01,
-6.432000e-01,6.20e-01,
-6.428000e-01,5.80e-01,
-6.424000e-01,6.20e-01,
-6.420000e-01,6.00e-01,
-6.416000e-01,6.40e-01,
-6.412000e-01,6.00e-01,
-6.408000e-01,6.40e-01,
-6.404000e-01,6.40e-01,
-6.400000e-01,6.00e-01,
-6.396000e-01,6.40e-01,
-6.392000e-01,6.20e-01,
-6.388000e-01,6.40e-01,
-6.384000e-01,6.40e-01,
-6.380000e-01,6.20e-01,
-6.376000e-01,6.60e-01,
-6.372000e-01,6.20e-01,
-6.368000e-01,6.60e-01,
-6.364000e-01,6.20e-01,
-6.360000e-01,6.60e-01,
-6.356000e-01,6.20e-01,
-6.352000e-01,6.60e-01,
-6.348000e-01,6.20e-01,
-6.344000e-01,6.60e-01,
-6.340000e-01,6.20e-01,
-6.336000e-01,6.60e-01,
-6.332000e-01,6.20e-01,
-6.328000e-01,6.40e-01,
-6.324000e-01,6.20e-01,
-6.320000e-01,6.40e-01,
-6.316000e-01,6.20e-01,
-6.312000e-01,6.40e-01,
-6.308000e-01,6.20e-01,
-6.304000e-01,6.40e-01,
-6.300000e-01,6.20e-01,
-6.296000e-01,6.40e-01,
-6.292000e-01,6.00e-01,
-6.288000e-01,6.40e-01,
-6.284000e-01,6.00e-01,
-6.280000e-01,6.20e-01,
-6.276000e-01,6.00e-01,
-6.272000e-01,6.20e-01,
-6.268000e-01,5.80e-01,
-6.264000e-01,6.20e-01,
-6.260000e-01,6.00e-01,
-6.256000e-01,5.60e-01,
-6.252000e-01,6.00e-01,
-6.248000e-01,5.60e-01,
-6.244000e-01,5.80e-01,
-6.240000e-01,5.40e-01,
-6.236000e-01,5.80e-01,
-6.232000e-01,5.80e-01,
-6.228000e-01,5.40e-01,
-6.224000e-01,5.60e-01,
-6.220000e-01,5.20e-01,
-6.216000e-01,5.40e-01,
-6.212000e-01,5.00e-01,
-6.208000e-01,5.40e-01,
-6.204000e-01,5.00e-01,
-6.200000e-01,5.20e-01,
-6.196000e-01,4.80e-01,
-6.192000e-01,5.00e-01,
-6.188000e-01,4.80e-01,
-6.184000e-01,4.40e-01,
-6.180000e-01,4.80e-01,
-6.176000e-01,4.20e-01,
-6.172000e-01,4.60e-01,
-6.168000e-01,4.00e-01,
-6.164000e-01,4.20e-01,
-6.160000e-01,4.20e-01,
-6.156000e-01,3.80e-01,
-6.152000e-01,4.00e-01,
-6.148000e-01,3.60e-01,
-6.144000e-01,3.80e-01,
-6.140000e-01,3.60e-01,
-6.136000e-01,3.20e-01,
-6.132000e-01,3.40e-01,
-6.128000e-01,3.00e-01,
-6.124000e-01,3.20e-01,
-6.120000e-01,2.80e-01,
-6.116000e-01,3.00e-01,
-6.112000e-01,2.60e-01,
-6.108000e-01,2.80e-01,
-6.104000e-01,2.40e-01,
-6.100000e-01,2.60e-01,
-6.096000e-01,2.20e-01,
-6.092000e-01,2.40e-01,
-6.088000e-01,2.00e-01,
-6.084000e-01,2.20e-01,
-6.080000e-01,2.20e-01,
-6.076000e-01,1.80e-01,
-6.072000e-01,2.00e-01,
-6.068000e-01,1.60e-01,
-6.064000e-01,1.80e-01,
-6.060000e-01,1.60e-01,
-6.056000e-01,1.20e-01,
-6.052000e-01,1.40e-01,
-6.048000e-01,1.00e-01,
-6.044000e-01,1.40e-01,
-6.040000e-01,1.00e-01,
-6.036000e-01,1.20e-01,
-6.032000e-01,8.00e-02,
-6.028000e-01,1.00e-01,
-6.024000e-01,8.00e-02,
-6.020000e-01,8.00e-02,
-6.016000e-01,6.00e-02,
-6.012000e-01,8.00e-02,
-6.008000e-01,6.00e-02,
-6.004000e-01,4.00e-02,
-6.000000e-01,6.00e-02,
-5.996000e-01,2.00e-02,
-5.992000e-01,4.00e-02,
-5.988000e-01,4.00e-02,
-5.984000e-01,0.00e+00,
-5.980000e-01,4.00e-02,
-5.976000e-01,0.00e+00,
-5.972000e-01,2.00e-02,
-5.968000e-01,0.00e+00,
-5.964000e-01,2.00e-02,
-5.960000e-01,-2.00e-02,
-5.956000e-01,0.00e+00,
-5.952000e-01,0.00e+00,
-5.948000e-01,-2.00e-02,
-5.944000e-01,0.00e+00,
-5.940000e-01,-4.00e-02,
-5.936000e-01,0.00e+00,
-5.932000e-01,-4.00e-02,
-5.928000e-01,-2.00e-02,
-5.924000e-01,-4.00e-02,
-5.920000e-01,-2.00e-02,
-5.916000e-01,-4.00e-02,
-5.912000e-01,-2.00e-02,
-5.908000e-01,-6.00e-02,
-5.904000e-01,-2.00e-02,
-5.900000e-01,-4.00e-02,
-5.896000e-01,-2.00e-02,
-5.892000e-01,-6.00e-02,
-5.888000e-01,-2.00e-02,
-5.884000e-01,-4.00e-02,
-5.880000e-01,-2.00e-02,
-5.876000e-01,-2.00e-02,
-5.872000e-01,-4.00e-02,
-5.868000e-01,-2.00e-02,
-5.864000e-01,-4.00e-02,
-5.860000e-01,0.00e+00,
-5.856000e-01,-4.00e-02,
-5.852000e-01,0.00e+00,
-5.848000e-01,0.00e+00,
-5.844000e-01,-4.00e-02,
-5.840000e-01,2.00e-02,
-5.836000e-01,-2.00e-02,
-5.832000e-01,2.00e-02,
-5.828000e-01,-2.00e-02,
-5.824000e-01,2.00e-02,
-5.820000e-01,0.00e+00,
-5.816000e-01,4.00e-02,
-5.812000e-01,0.00e+00,
-5.808000e-01,4.00e-02,
-5.804000e-01,2.00e-02,
-5.800000e-01,6.00e-02,
-5.796000e-01,2.00e-02,
-5.792000e-01,6.00e-02,
-5.788000e-01,4.00e-02,
-5.784000e-01,8.00e-02,
-5.780000e-01,8.00e-02,
-5.776000e-01,4.00e-02,
-5.772000e-01,1.00e-01,
-5.768000e-01,6.00e-02,
-5.764000e-01,1.00e-01,
-5.760000e-01,8.00e-02,
-5.756000e-01,1.20e-01,
-5.752000e-01,1.20e-01,
-5.748000e-01,8.00e-02,
-5.744000e-01,1.40e-01,
-5.740000e-01,1.00e-01,
-5.736000e-01,1.60e-01,
-5.732000e-01,1.20e-01,
-5.728000e-01,1.60e-01,
-5.724000e-01,1.40e-01,
-5.720000e-01,1.80e-01,
-5.716000e-01,1.40e-01,
-5.712000e-01,2.00e-01,
-5.708000e-01,2.00e-01,
-5.704000e-01,1.60e-01,
-5.700000e-01,2.20e-01,
-5.696000e-01,1.80e-01,
-5.692000e-01,2.40e-01,
-5.688000e-01,2.00e-01,
-5.684000e-01,2.60e-01,
-5.680000e-01,2.60e-01,
-5.676000e-01,2.20e-01,
-5.672000e-01,2.80e-01,
-5.668000e-01,2.40e-01,
-5.664000e-01,3.00e-01,
-5.660000e-01,3.20e-01,
-5.656000e-01,2.80e-01,
-5.652000e-01,2.80e-01,
-5.648000e-01,3.20e-01,
-5.644000e-01,3.40e-01,
-5.640000e-01,3.00e-01,
-5.636000e-01,3.60e-01,
-5.632000e-01,3.20e-01,
-5.628000e-01,3.40e-01,
-5.624000e-01,3.80e-01,
-5.620000e-01,4.00e-01,
-5.616000e-01,3.60e-01,
-5.612000e-01,4.00e-01,
-5.608000e-01,3.60e-01,
-5.604000e-01,4.20e-01,
-5.600000e-01,4.20e-01,
-5.596000e-01,3.80e-01,
-5.592000e-01,4.20e-01,
-5.588000e-01,4.00e-01,
-5.584000e-01,4.40e-01,
-5.580000e-01,4.40e-01,
-5.576000e-01,4.20e-01,
-5.572000e-01,4.60e-01,
-5.568000e-01,4.20e-01,
-5.564000e-01,4.60e-01,
-5.560000e-01,4.40e-01,
-5.556000e-01,4.80e-01,
-5.552000e-01,4.80e-01,
-5.548000e-01,4.40e-01,
-5.544000e-01,4.80e-01,
-5.540000e-01,4.60e-01,
-5.536000e-01,5.00e-01,
-5.532000e-01,4.60e-01,
-5.528000e-01,5.00e-01,
-5.524000e-01,4.60e-01,
-5.520000e-01,5.00e-01,
-5.516000e-01,4.80e-01,
-5.512000e-01,5.20e-01,
-5.508000e-01,5.20e-01,
-5.504000e-01,4.80e-01,
-5.500000e-01,5.20e-01,
-5.496000e-01,4.80e-01,
-5.492000e-01,5.20e-01,
-5.488000e-01,4.80e-01,
-5.484000e-01,5.20e-01,
-5.480000e-01,5.00e-01,
-5.476000e-01,5.20e-01,
-5.472000e-01,5.00e-01,
-5.468000e-01,5.40e-01,
-5.464000e-01,5.00e-01,
-5.460000e-01,5.40e-01,
-5.456000e-01,5.00e-01,
-5.452000e-01,5.40e-01,
-5.448000e-01,5.40e-01,
-5.444000e-01,5.00e-01,
-5.440000e-01,5.40e-01,
-5.436000e-01,5.00e-01,
-5.432000e-01,5.40e-01,
-5.428000e-01,5.40e-01,
-5.424000e-01,5.00e-01,
-5.420000e-01,5.20e-01,
-5.416000e-01,5.00e-01,
-5.412000e-01,5.20e-01,
-5.408000e-01,5.00e-01,
-5.404000e-01,5.20e-01,
-5.400000e-01,5.00e-01,
-5.396000e-01,5.20e-01,
-5.392000e-01,4.80e-01,
-5.388000e-01,5.20e-01,
-5.384000e-01,4.80e-01,
-5.380000e-01,5.00e-01,
-5.376000e-01,4.80e-01,
-5.372000e-01,5.00e-01,
-5.368000e-01,4.80e-01,
-5.364000e-01,5.00e-01,
-5.360000e-01,4.60e-01,
-5.356000e-01,4.80e-01,
-5.352000e-01,4.60e-01,
-5.348000e-01,4.80e-01,
-5.344000e-01,4.40e-01,
-5.340000e-01,4.80e-01,
-5.336000e-01,4.40e-01,
-5.332000e-01,4.60e-01,
-5.328000e-01,4.40e-01,
-5.324000e-01,4.60e-01,
-5.320000e-01,4.60e-01,
-5.316000e-01,4.20e-01,
-5.312000e-01,4.40e-01,
-5.308000e-01,4.20e-01,
-5.304000e-01,4.40e-01,
-5.300000e-01,4.40e-01,
-5.296000e-01,4.00e-01,
-5.292000e-01,4.20e-01,
-5.288000e-01,4.00e-01,
-5.284000e-01,4.20e-01,
-5.280000e-01,3.80e-01,
-5.276000e-01,4.20e-01,
-5.272000e-01,4.00e-01,
-5.268000e-01,3.60e-01,
-5.264000e-01,4.00e-01,
-5.260000e-01,3.60e-01,
-5.256000e-01,4.00e-01,
-5.252000e-01,3.60e-01,
-5.248000e-01,3.80e-01,
-5.244000e-01,3.60e-01,
-5.240000e-01,3.80e-01,
-5.236000e-01,3.40e-01,
-5.232000e-01,3.60e-01,
-5.228000e-01,3.60e-01,
-5.224000e-01,3.20e-01,
-5.220000e-01,3.60e-01,
-5.216000e-01,3.20e-01,
-5.212000e-01,3.40e-01,
-5.208000e-01,3.20e-01,
-5.204000e-01,3.40e-01,
-5.200000e-01,3.40e-01,
-5.196000e-01,3.00e-01,
-5.192000e-01,3.20e-01,
-5.188000e-01,2.80e-01,
-5.184000e-01,3.00e-01,
-5.180000e-01,3.00e-01,
-5.176000e-01,2.60e-01,
-5.172000e-01,3.00e-01,
-5.168000e-01,2.60e-01,
-5.164000e-01,2.80e-01,
-5.160000e-01,2.40e-01,
-5.156000e-01,2.80e-01,
-5.152000e-01,2.40e-01,
-5.148000e-01,2.60e-01,
-5.144000e-01,2.20e-01,
-5.140000e-01,2.40e-01,
-5.136000e-01,2.20e-01,
-5.132000e-01,2.40e-01,
-5.128000e-01,2.20e-01,
-5.124000e-01,2.40e-01,
-5.120000e-01,2.00e-01,
-5.116000e-01,2.40e-01,
-5.112000e-01,2.00e-01,
-5.108000e-01,2.40e-01,
-5.104000e-01,2.00e-01,
-5.100000e-01,2.20e-01,
-5.096000e-01,1.80e-01,
-5.092000e-01,2.20e-01,
-5.088000e-01,1.80e-01,
-5.084000e-01,2.20e-01,
-5.080000e-01,1.80e-01,
-5.076000e-01,2.20e-01,
-5.072000e-01,1.80e-01,
-5.068000e-01,2.20e-01,
-5.064000e-01,1.80e-01,
-5.060000e-01,2.00e-01,
-5.056000e-01,1.80e-01,
-5.052000e-01,2.00e-01,
-5.048000e-01,2.00e-01,
-5.044000e-01,1.60e-01,
-5.040000e-01,2.00e-01,
-5.036000e-01,1.60e-01,
-5.032000e-01,2.00e-01,
-5.028000e-01,2.00e-01,
-5.024000e-01,1.60e-01,
-5.020000e-01,2.00e-01,
-5.016000e-01,1.60e-01,
-5.012000e-01,1.80e-01,
-5.008000e-01,1.60e-01,
-5.004000e-01,1.80e-01,
-5.000000e-01,1.60e-01,
-4.996000e-01,1.80e-01,
-4.992000e-01,1.60e-01,
-4.988000e-01,1.80e-01,
-4.984000e-01,1.60e-01,
-4.980000e-01,1.80e-01,
-4.976000e-01,1.80e-01,
-4.972000e-01,1.40e-01,
-4.968000e-01,1.80e-01,
-4.964000e-01,1.40e-01,
-4.960000e-01,1.80e-01,
-4.956000e-01,1.60e-01,
-4.952000e-01,1.80e-01,
-4.948000e-01,1.80e-01,
-4.944000e-01,1.40e-01,
-4.940000e-01,1.80e-01,
-4.936000e-01,1.40e-01,
-4.932000e-01,1.80e-01,
-4.928000e-01,1.40e-01,
-4.924000e-01,1.80e-01,
-4.920000e-01,1.40e-01,
-4.916000e-01,1.80e-01,
-4.912000e-01,1.40e-01,
-4.908000e-01,1.80e-01,
-4.904000e-01,1.40e-01,
-4.900000e-01,1.80e-01,
-4.896000e-01,1.60e-01,
-4.892000e-01,1.80e-01,
-4.888000e-01,1.60e-01,
-4.884000e-01,1.80e-01,
-4.880000e-01,1.60e-01,
-4.876000e-01,1.80e-01,
-4.872000e-01,1.60e-01,
-4.868000e-01,1.80e-01,
-4.864000e-01,1.60e-01,
-4.860000e-01,1.80e-01,
-4.856000e-01,1.60e-01,
-4.852000e-01,2.00e-01,
-4.848000e-01,1.60e-01,
-4.844000e-01,2.00e-01,
-4.840000e-01,1.60e-01,
-4.836000e-01,1.60e-01,
-4.832000e-01,2.00e-01,
-4.828000e-01,2.00e-01,
-4.824000e-01,2.00e-01,
-4.820000e-01,1.60e-01,
-4.816000e-01,2.00e-01,
-4.812000e-01,1.80e-01,
-4.808000e-01,2.00e-01,
-4.804000e-01,1.80e-01,
-4.800000e-01,2.00e-01,
-4.796000e-01,2.00e-01,
-4.792000e-01,1.80e-01,
-4.788000e-01,2.00e-01,
-4.784000e-01,1.80e-01,
-4.780000e-01,2.00e-01,
-4.776000e-01,2.00e-01,
-4.772000e-01,1.80e-01,
-4.768000e-01,2.00e-01,
-4.764000e-01,1.80e-01,
-4.760000e-01,2.00e-01,
-4.756000e-01,1.80e-01,
-4.752000e-01,2.00e-01,
-4.748000e-01,1.80e-01,
-4.744000e-01,2.00e-01,
-4.740000e-01,1.80e-01,
-4.736000e-01,2.20e-01,
-4.732000e-01,1.80e-01,
-4.728000e-01,2.20e-01,
-4.724000e-01,2.20e-01,
-4.720000e-01,1.80e-01,
-4.716000e-01,2.20e-01,
-4.712000e-01,1.80e-01,
-4.708000e-01,2.20e-01,
-4.704000e-01,2.20e-01,
-4.700000e-01,2.00e-01,
-4.696000e-01,2.20e-01,
-4.692000e-01,2.00e-01,
-4.688000e-01,2.40e-01,
-4.684000e-01,2.00e-01,
-4.680000e-01,2.40e-01,
-4.676000e-01,2.00e-01,
-4.672000e-01,2.40e-01,
-4.668000e-01,2.00e-01,
-4.664000e-01,2.40e-01,
-4.660000e-01,2.00e-01,
-4.656000e-01,2.40e-01,
-4.652000e-01,2.20e-01,
-4.648000e-01,2.40e-01,
-4.644000e-01,2.40e-01,
-4.640000e-01,2.20e-01,
-4.636000e-01,2.60e-01,
-4.632000e-01,2.20e-01,
-4.628000e-01,2.60e-01,
-4.624000e-01,2.60e-01,
-4.620000e-01,2.40e-01,
-4.616000e-01,2.60e-01,
-4.612000e-01,2.40e-01,
-4.608000e-01,2.80e-01,
-4.604000e-01,2.40e-01,
-4.600000e-01,2.80e-01,
-4.596000e-01,2.40e-01,
-4.592000e-01,2.80e-01,
-4.588000e-01,2.40e-01,
-4.584000e-01,2.80e-01,
-4.580000e-01,2.80e-01,
-4.576000e-01,2.40e-01,
-4.572000e-01,2.80e-01,
-4.568000e-01,2.60e-01,
-4.564000e-01,3.00e-01,
-4.560000e-01,2.60e-01,
-4.556000e-01,3.00e-01,
-4.552000e-01,2.60e-01,
-4.548000e-01,3.00e-01,
-4.544000e-01,3.00e-01,
-4.540000e-01,2.80e-01,
-4.536000e-01,3.20e-01,
-4.532000e-01,2.80e-01,
-4.528000e-01,3.20e-01,
-4.524000e-01,2.80e-01,
-4.520000e-01,3.20e-01,
-4.516000e-01,2.80e-01,
-4.512000e-01,3.20e-01,
-4.508000e-01,3.00e-01,
-4.504000e-01,3.40e-01,
-4.500000e-01,3.00e-01,
-4.496000e-01,3.40e-01,
-4.492000e-01,3.00e-01,
-4.488000e-01,3.40e-01,
-4.484000e-01,3.20e-01,
-4.480000e-01,3.60e-01,
-4.476000e-01,3.20e-01,
-4.472000e-01,3.60e-01,
-4.468000e-01,3.20e-01,
-4.464000e-01,3.60e-01,
-4.460000e-01,3.40e-01,
-4.456000e-01,3.80e-01,
-4.452000e-01,3.40e-01,
-4.448000e-01,3.80e-01,
-4.444000e-01,3.60e-01,
-4.440000e-01,4.00e-01,
-4.436000e-01,3.60e-01,
-4.432000e-01,4.00e-01,
-4.428000e-01,3.60e-01,
-4.424000e-01,4.00e-01,
-4.420000e-01,3.80e-01,
-4.416000e-01,4.20e-01,
-4.412000e-01,3.80e-01,
-4.408000e-01,4.20e-01,
-4.404000e-01,3.80e-01,
-4.400000e-01,4.20e-01,
-4.396000e-01,3.80e-01,
-4.392000e-01,4.20e-01,
-4.388000e-01,4.00e-01,
-4.384000e-01,4.40e-01,
-4.380000e-01,4.00e-01,
-4.376000e-01,4.40e-01,
-4.372000e-01,4.20e-01,
-4.368000e-01,4.40e-01,
-4.364000e-01,4.20e-01,
-4.360000e-01,4.40e-01,
-4.356000e-01,4.20e-01,
-4.352000e-01,4.60e-01,
-4.348000e-01,4.20e-01,
-4.344000e-01,4.60e-01,
-4.340000e-01,4.20e-01,
-4.336000e-01,4.60e-01,
-4.332000e-01,4.20e-01,
-4.328000e-01,4.60e-01,
-4.324000e-01,4.20e-01,
-4.320000e-01,4.60e-01,
-4.316000e-01,4.40e-01,
-4.312000e-01,4.60e-01,
-4.308000e-01,4.40e-01,
-4.304000e-01,4.80e-01,
-4.300000e-01,4.40e-01,
-4.296000e-01,4.80e-01,
-4.292000e-01,4.40e-01,
-4.288000e-01,4.80e-01,
-4.284000e-01,4.40e-01,
-4.280000e-01,4.80e-01,
-4.276000e-01,4.40e-01,
-4.272000e-01,4.80e-01,
-4.268000e-01,4.40e-01,
-4.264000e-01,4.80e-01,
-4.260000e-01,4.40e-01,
-4.256000e-01,4.80e-01,
-4.252000e-01,4.40e-01,
-4.248000e-01,4.80e-01,
-4.244000e-01,4.60e-01,
-4.240000e-01,4.80e-01,
-4.236000e-01,4.40e-01,
-4.232000e-01,4.80e-01,
-4.228000e-01,4.40e-01,
-4.224000e-01,4.80e-01,
-4.220000e-01,4.40e-01,
-4.216000e-01,4.80e-01,
-4.212000e-01,4.40e-01,
-4.208000e-01,4.80e-01,
-4.204000e-01,4.40e-01,
-4.200000e-01,4.80e-01,
-4.196000e-01,4.60e-01,
-4.192000e-01,4.40e-01,
-4.188000e-01,4.60e-01,
-4.184000e-01,4.40e-01,
-4.180000e-01,4.60e-01,
-4.176000e-01,4.20e-01,
-4.172000e-01,4.60e-01,
-4.168000e-01,4.20e-01,
-4.164000e-01,4.60e-01,
-4.160000e-01,4.20e-01,
-4.156000e-01,4.40e-01,
-4.152000e-01,4.20e-01,
-4.148000e-01,4.40e-01,
-4.144000e-01,4.00e-01,
-4.140000e-01,4.40e-01,
-4.136000e-01,4.00e-01,
-4.132000e-01,4.20e-01,
-4.128000e-01,4.00e-01,
-4.124000e-01,4.20e-01,
-4.120000e-01,3.80e-01,
-4.116000e-01,4.20e-01,
-4.112000e-01,3.80e-01,
-4.108000e-01,4.00e-01,
-4.104000e-01,4.00e-01,
-4.100000e-01,3.60e-01,
-4.096000e-01,3.80e-01,
-4.092000e-01,3.60e-01,
-4.088000e-01,3.80e-01,
-4.084000e-01,3.40e-01,
-4.080000e-01,3.80e-01,
-4.076000e-01,3.40e-01,
-4.072000e-01,3.60e-01,
-4.068000e-01,3.20e-01,
-4.064000e-01,3.40e-01,
-4.060000e-01,3.20e-01,
-4.056000e-01,3.40e-01,
-4.052000e-01,3.00e-01,
-4.048000e-01,3.40e-01,
-4.044000e-01,3.20e-01,
-4.040000e-01,3.00e-01,
-4.036000e-01,3.20e-01,
-4.032000e-01,2.80e-01,
-4.028000e-01,3.00e-01,
-4.024000e-01,3.00e-01,
-4.020000e-01,2.80e-01,
-4.016000e-01,3.00e-01,
-4.012000e-01,2.60e-01,
-4.008000e-01,2.80e-01,
-4.004000e-01,2.40e-01,
-4.000000e-01,2.80e-01,
-3.996000e-01,2.40e-01,
-3.992000e-01,2.60e-01,
-3.988000e-01,2.20e-01,
-3.984000e-01,2.40e-01,
-3.980000e-01,2.20e-01,
-3.976000e-01,2.40e-01,
-3.972000e-01,2.00e-01,
-3.968000e-01,2.20e-01,
-3.964000e-01,1.80e-01,
-3.960000e-01,2.00e-01,
-3.956000e-01,1.80e-01,
-3.952000e-01,2.00e-01,
-3.948000e-01,1.60e-01,
-3.944000e-01,1.80e-01,
-3.940000e-01,1.40e-01,
-3.936000e-01,1.60e-01,
-3.932000e-01,1.40e-01,
-3.928000e-01,1.60e-01,
-3.924000e-01,1.20e-01,
-3.920000e-01,1.40e-01,
-3.916000e-01,1.00e-01,
-3.912000e-01,1.40e-01,
-3.908000e-01,1.00e-01,
-3.904000e-01,1.20e-01,
-3.900000e-01,8.00e-02,
-3.896000e-01,1.20e-01,
-3.892000e-01,8.00e-02,
-3.888000e-01,1.00e-01,
-3.884000e-01,6.00e-02,
-3.880000e-01,1.00e-01,
-3.876000e-01,6.00e-02,
-3.872000e-01,8.00e-02,
-3.868000e-01,6.00e-02,
-3.864000e-01,8.00e-02,
-3.860000e-01,4.00e-02,
-3.856000e-01,8.00e-02,
-3.852000e-01,4.00e-02,
-3.848000e-01,6.00e-02,
