0.000000000000000000e+00,-4.473684210526315819e-01,0.000000000000000000e+00,7.551020408163264808e-01,nan
3.999999999999559464e-04,-3.684210526315789824e-01,3.999999999999559464e-04,7.959183673469387710e-01,nan
8.000000000000229150e-04,-3.947368421052631637e-01,8.000000000000229150e-04,7.959183673469387710e-01,nan
1.199999999999978861e-03,-3.157894736842105088e-01,1.199999999999978861e-03,7.755102040816326259e-01,nan
1.600000000000045830e-03,-3.421052631578947456e-01,1.600000000000045830e-03,7.755102040816326259e-01,nan
2.000000000000001776e-03,-2.631578947368420907e-01,2.000000000000001776e-03,8.163265306122449161e-01,nan
2.399999999999957723e-03,-2.894736842105263275e-01,2.399999999999957723e-03,8.163265306122449161e-01,nan
2.800000000000024691e-03,-2.631578947368420907e-01,2.800000000000024691e-03,8.163265306122449161e-01,nan
3.199999999999980638e-03,-1.842105263157894912e-01,3.199999999999980638e-03,7.959183673469387710e-01,nan
3.600000000000047606e-03,-2.105263157894736725e-01,3.600000000000047606e-03,7.959183673469387710e-01,nan
4.000000000000003553e-03,-1.052631578947368363e-01,4.000000000000003553e-03,8.367346938775510612e-01,nan
4.399999999999959499e-03,-1.315789473684210453e-01,4.399999999999959499e-03,8.367346938775510612e-01,nan
4.800000000000026468e-03,-1.052631578947368363e-01,4.800000000000026468e-03,8.367346938775510612e-01,nan
5.199999999999982414e-03,-2.631578947368420907e-02,5.199999999999982414e-03,8.163265306122449161e-01,nan
5.600000000000049383e-03,-5.263157894736841813e-02,5.600000000000049383e-03,8.367346938775510612e-01,nan
6.000000000000005329e-03,5.263157894736841813e-02,6.000000000000005329e-03,8.163265306122449161e-01,nan
6.399999999999961275e-03,2.631578947368420907e-02,6.399999999999961275e-03,8.367346938775510612e-01,nan
6.800000000000028244e-03,1.052631578947368363e-01,6.800000000000028244e-03,8.163265306122449161e-01,nan
7.199999999999984190e-03,7.894736842105262720e-02,7.199999999999984190e-03,8.367346938775510612e-01,nan
7.600000000000051159e-03,1.578947368421052544e-01,7.600000000000051159e-03,8.163265306122449161e-01,nan
8.000000000000007105e-03,1.578947368421052544e-01,8.000000000000007105e-03,8.367346938775510612e-01,nan
8.399999999999963052e-03,2.368421052631578816e-01,8.399999999999963052e-03,8.163265306122449161e-01,nan
8.800000000000030020e-03,2.105263157894736725e-01,8.800000000000030020e-03,8.367346938775510612e-01,nan
9.199999999999985967e-03,2.894736842105263275e-01,9.199999999999985967e-03,7.959183673469387710e-01,nan
9.600000000000052935e-03,2.631578947368420907e-01,9.600000000000052935e-03,8.163265306122449161e-01,nan
1.000000000000000888e-02,3.684210526315789824e-01,1.000000000000000888e-02,7.959183673469387710e-01,nan
1.039999999999996483e-02,3.421052631578947456e-01,1.039999999999996483e-02,8.163265306122449161e-01,nan
1.080000000000003180e-02,4.210526315789473450e-01,1.080000000000003180e-02,7.959183673469387710e-01,nan
1.119999999999998774e-02,3.947368421052631637e-01,1.119999999999998774e-02,7.959183673469387710e-01,nan
1.160000000000005471e-02,4.736842105263157632e-01,1.160000000000005471e-02,7.755102040816326259e-01,nan
1.200000000000001066e-02,4.736842105263157632e-01,1.200000000000001066e-02,7.959183673469387710e-01,nan
1.239999999999996660e-02,5.000000000000000000e-01,1.239999999999996660e-02,7.959183673469387710e-01,nan
1.280000000000003357e-02,5.789473684210526550e-01,1.280000000000003357e-02,7.551020408163264808e-01,nan
1.319999999999998952e-02,5.526315789473683626e-01,1.319999999999998952e-02,7.755102040816326259e-01,nan
1.359999999999994547e-02,6.315789473684210176e-01,1.359999999999994547e-02,7.346938775510203357e-01,nan
1.400000000000001243e-02,6.578947368421053099e-01,1.400000000000001243e-02,7.551020408163264808e-01,nan
1.439999999999996838e-02,6.052631578947368363e-01,1.439999999999996838e-02,7.142857142857143016e-01,nan
1.480000000000003535e-02,6.315789473684210176e-01,1.480000000000003535e-02,7.346938775510203357e-01,nan
1.519999999999999130e-02,6.578947368421053099e-01,1.519999999999999130e-02,7.346938775510203357e-01,nan
1.559999999999994724e-02,7.105263157894736725e-01,1.559999999999994724e-02,6.938775510204081565e-01,nan
1.600000000000001421e-02,6.842105263157894912e-01,1.600000000000001421e-02,6.938775510204081565e-01,nan
1.639999999999997016e-02,7.631578947368420351e-01,1.639999999999997016e-02,6.530612244897958663e-01,nan
1.680000000000003713e-02,7.894736842105263275e-01,1.680000000000003713e-02,6.734693877551020114e-01,nan
1.719999999999999307e-02,7.894736842105263275e-01,1.719999999999999307e-02,6.734693877551020114e-01,nan
1.759999999999994902e-02,7.368421052631579649e-01,1.759999999999994902e-02,6.326530612244897211e-01,nan
1.800000000000001599e-02,8.157894736842105088e-01,1.800000000000001599e-02,6.326530612244897211e-01,nan
1.839999999999997193e-02,7.631578947368420351e-01,1.839999999999997193e-02,5.918367346938775420e-01,nan
1.880000000000003890e-02,7.894736842105263275e-01,1.880000000000003890e-02,6.122448979591835760e-01,nan
1.919999999999999485e-02,8.421052631578946901e-01,1.919999999999999485e-02,5.714285714285713969e-01,nan
1.959999999999995079e-02,8.684210526315789824e-01,1.959999999999995079e-02,5.918367346938775420e-01,nan
2.000000000000001776e-02,8.684210526315789824e-01,2.000000000000001776e-02,5.714285714285713969e-01,nan
2.039999999999997371e-02,8.421052631578946901e-01,2.039999999999997371e-02,5.306122448979591066e-01,nan
2.080000000000004068e-02,8.947368421052631637e-01,2.080000000000004068e-02,5.306122448979591066e-01,nan
2.119999999999999662e-02,8.684210526315789824e-01,2.119999999999999662e-02,4.897959183673469274e-01,nan
2.159999999999995257e-02,9.210526315789473450e-01,2.159999999999995257e-02,5.102040816326530726e-01,nan
2.200000000000001954e-02,8.684210526315789824e-01,2.200000000000001954e-02,4.489795918367346372e-01,nan
2.239999999999997549e-02,9.210526315789473450e-01,2.239999999999997549e-02,4.693877551020407823e-01,nan
2.280000000000004245e-02,9.210526315789473450e-01,2.280000000000004245e-02,4.489795918367346372e-01,nan
2.319999999999999840e-02,8.947368421052631637e-01,2.319999999999999840e-02,4.081632653061224580e-01,nan
2.359999999999995435e-02,9.210526315789473450e-01,2.359999999999995435e-02,4.285714285714286031e-01,nan
2.400000000000002132e-02,8.947368421052631637e-01,2.400000000000002132e-02,3.673469387755101678e-01,nan
2.439999999999997726e-02,9.473684210526315264e-01,2.439999999999997726e-02,3.877551020408163129e-01,nan
2.480000000000004423e-02,8.947368421052631637e-01,2.480000000000004423e-02,3.265306122448979331e-01,nan
2.520000000000000018e-02,9.473684210526315264e-01,2.520000000000000018e-02,3.673469387755101678e-01,nan
2.559999999999995612e-02,8.947368421052631637e-01,2.559999999999995612e-02,3.061224489795917880e-01,nan
2.600000000000002309e-02,9.473684210526315264e-01,2.600000000000002309e-02,3.061224489795917880e-01,nan
